CÓD. ESCOLA,DEP. ADMIN.,LOC. ESCOLA,CÓD. MUN. PROVA,NOME MUN. PROVA,CÓDIGO UF,SIGLA UF,PRESENÇA EM CN,PRESENÇA EM CH,PRESENÇA EM LC,PRESENÇA EM MT,NOTA EM CN,NOTA EM CH,NOTA EM LC,NOTA EM MT,LÍNGUA ESTRANGEIRA,STATUS REDAÇÃO,NOTA COMP. 1 RED.,NOTA COMP. 2 RED.,NOTA COMP. 3 RED.,NOTA COMP. 4 RED.,NOTA COMP. 5 RED.,NOTA FINAL REDAÇÃO
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,514.4,574.0,555.7,571.2,Inglês,Sem problemas,160.0,140.0,120.0,140.0,100.0,660.0
32036523.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,373.8,532.1,561.5,461.5,Inglês,Sem problemas,120.0,200.0,120.0,120.0,140.0,700.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,581.5,565.8,571.6,572.2,Inglês,Sem problemas,140.0,200.0,160.0,160.0,140.0,800.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32034016.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,367.1,508.3,555.7,486.2,Espanhol,Sem problemas,160.0,200.0,140.0,180.0,200.0,880.0
32021780.0,4.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,446.9,534.4,539.1,644.8,Inglês,Sem problemas,160.0,180.0,180.0,200.0,160.0,880.0
60013468.0,4.0,1.0,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,462.3,502.3,541.4,424.2,Inglês,Sem problemas,120.0,160.0,120.0,120.0,140.0,660.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32077610.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,544.3,591.2,563.8,726.8,Inglês,Sem problemas,160.0,180.0,180.0,180.0,200.0,900.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,506.4,586.0,533.0,430.2,Inglês,Sem problemas,120.0,140.0,120.0,120.0,120.0,620.0
,,,3203007,Iúna,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,477.6,519.5,430.4,464.4,Inglês,Sem problemas,120.0,120.0,120.0,140.0,100.0,600.0
,,,3203320,Marataízes,32,ES,Presente,Presente,Presente,Presente,572.7,611.1,556.5,633.6,Inglês,Sem problemas,120.0,200.0,120.0,180.0,160.0,780.0
,,,3205069,Venda Nova do Imigrante,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3204609,Santa Teresa,32,ES,Presente,Presente,Presente,Presente,617.2,600.0,580.7,583.5,Espanhol,Sem problemas,160.0,200.0,200.0,180.0,200.0,940.0
,,,3200201,Alegre,32,ES,Presente,Presente,Presente,Presente,437.0,632.9,559.2,519.1,Inglês,Sem problemas,140.0,180.0,120.0,200.0,200.0,840.0
32079338.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,490.5,583.0,576.6,601.3,Inglês,Sem problemas,160.0,200.0,140.0,140.0,140.0,780.0
32075979.0,1.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,543.1,502.5,528.8,580.6,Inglês,Sem problemas,120.0,180.0,140.0,160.0,160.0,760.0
32063199.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,536.8,504.7,528.8,450.9,Inglês,Sem problemas,80.0,140.0,140.0,140.0,120.0,620.0
32029438.0,2.0,1.0,3200102,Afonso Cláudio,32,ES,Presente,Presente,Presente,Presente,551.0,566.8,555.3,687.1,Espanhol,Sem problemas,160.0,200.0,200.0,200.0,180.0,940.0
32052545.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201605,Conceição da Barra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32041560.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,405.0,479.3,520.4,556.7,Espanhol,Sem problemas,80.0,160.0,120.0,120.0,140.0,620.0
32059965.0,2.0,1.0,3202801,Itapemirim,32,ES,Presente,Presente,Presente,Presente,395.7,308.8,433.2,495.4,Inglês,Sem problemas,80.0,120.0,80.0,80.0,80.0,440.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32010710.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,519.8,635.8,594.9,548.4,Inglês,Sem problemas,120.0,100.0,100.0,120.0,40.0,480.0
32035039.0,2.0,1.0,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,582.7,588.1,504.3,573.6,Espanhol,Sem problemas,120.0,160.0,140.0,140.0,160.0,720.0
,,,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,405.6,553.1,566.1,412.7,Inglês,Sem problemas,120.0,180.0,140.0,160.0,200.0,800.0
32065370.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,382.4,549.8,505.4,481.6,Inglês,Sem problemas,100.0,140.0,100.0,100.0,120.0,560.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,443.9,410.8,528.0,390.8,Espanhol,Sem problemas,100.0,120.0,120.0,120.0,140.0,600.0
,,,3201407,Castelo,32,ES,Presente,Presente,Presente,Presente,430.3,479.7,475.8,449.5,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,40.0,520.0
32037368.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,592.3,616.9,595.6,639.9,Inglês,Sem problemas,140.0,200.0,120.0,160.0,200.0,820.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,414.1,428.7,357.3,451.1,Espanhol,Sem problemas,160.0,200.0,180.0,180.0,160.0,880.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,567.5,477.0,565.6,436.3,Inglês,Sem problemas,100.0,120.0,100.0,120.0,100.0,540.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,534.2,416.5,522.1,436.6,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3203320,Marataízes,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32029012.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,554.5,600.6,499.3,475.0,Espanhol,Sem problemas,140.0,200.0,160.0,180.0,200.0,880.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32022212.0,2.0,1.0,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32076410.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,561.1,554.8,534.1,461.2,Inglês,Sem problemas,80.0,200.0,100.0,140.0,180.0,700.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,597.8,637.1,574.8,651.2,Espanhol,Sem problemas,160.0,200.0,160.0,200.0,180.0,900.0
32022360.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,442.3,421.1,440.4,397.0,Inglês,Sem problemas,80.0,140.0,100.0,120.0,80.0,520.0
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,509.3,624.2,582.4,571.0,Inglês,Sem problemas,140.0,180.0,160.0,160.0,200.0,840.0
32003005.0,2.0,1.0,3202108,Ecoporanga,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32078684.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,542.6,593.3,543.8,660.7,Inglês,Sem problemas,160.0,200.0,160.0,160.0,160.0,840.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,470.6,466.7,354.4,393.9,Inglês,Sem problemas,100.0,120.0,120.0,120.0,120.0,580.0
32039867.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,467.9,569.5,626.8,607.1,Inglês,Sem problemas,140.0,180.0,160.0,160.0,140.0,780.0
32074425.0,2.0,1.0,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3204906,São Mateus,32,ES,Faltou,Presente,Presente,Faltou,,540.8,553.0,,Inglês,Sem problemas,120.0,120.0,80.0,100.0,20.0,440.0
32022212.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,457.9,522.2,570.1,573.6,Espanhol,Sem problemas,120.0,120.0,100.0,120.0,120.0,580.0
32021780.0,4.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,514.4,554.9,578.0,577.4,Inglês,Sem problemas,160.0,200.0,180.0,200.0,180.0,920.0
32048459.0,2.0,1.0,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,595.2,619.6,579.7,712.5,Inglês,Sem problemas,160.0,120.0,140.0,200.0,160.0,780.0
32038852.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,409.8,541.3,475.4,516.9,Inglês,Sem problemas,100.0,120.0,120.0,120.0,100.0,560.0
32063199.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,422.5,486.0,528.3,402.6,Inglês,Sem problemas,120.0,160.0,120.0,100.0,0.0,500.0
32065051.0,2.0,1.0,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,490.4,524.5,502.7,422.3,Espanhol,Sem problemas,120.0,120.0,120.0,140.0,180.0,680.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,496.6,503.5,500.6,469.4,Inglês,Sem problemas,120.0,120.0,120.0,100.0,60.0,520.0
32022360.0,2.0,1.0,3203205,Linhares,32,ES,Faltou,Presente,Presente,Faltou,,346.1,465.2,,Espanhol,Sem problemas,120.0,80.0,100.0,100.0,0.0,400.0
32046901.0,2.0,1.0,3202306,Guaçuí,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,542.5,561.4,594.8,628.0,Inglês,Sem problemas,140.0,160.0,140.0,120.0,160.0,720.0
32040784.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,590.6,681.1,586.9,659.5,Inglês,Sem problemas,160.0,180.0,160.0,180.0,200.0,880.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,513.0,592.9,586.3,531.8,Inglês,Sem problemas,120.0,120.0,120.0,120.0,120.0,600.0
32039085.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,519.6,542.8,566.2,577.7,Inglês,Sem problemas,100.0,120.0,100.0,120.0,0.0,440.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,634.5,646.4,645.9,773.0,Espanhol,Sem problemas,160.0,180.0,160.0,180.0,200.0,880.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,560.4,646.5,604.7,736.9,Espanhol,Sem problemas,160.0,160.0,160.0,160.0,100.0,740.0
32076169.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,597.3,651.1,589.5,641.0,Inglês,Sem problemas,160.0,180.0,180.0,200.0,200.0,920.0
,,,3200904,Barra de São Francisco,32,ES,Presente,Presente,Presente,Presente,395.9,553.1,513.9,392.9,Espanhol,Sem problemas,140.0,160.0,140.0,180.0,140.0,760.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,404.2,451.4,482.3,420.8,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,555.6,533.0,563.3,412.0,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,120.0,600.0
32041209.0,1.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,640.2,714.7,645.8,768.5,Inglês,Sem problemas,140.0,200.0,160.0,200.0,180.0,880.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32005105.0,2.0,1.0,3200904,Barra de São Francisco,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32018169.0,2.0,1.0,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,474.3,564.1,566.4,641.1,Inglês,Sem problemas,160.0,200.0,120.0,180.0,160.0,820.0
32034040.0,2.0,1.0,3201308,Cariacica,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,451.1,481.2,519.5,514.8,Inglês,Sem problemas,160.0,200.0,160.0,160.0,200.0,880.0
,,,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,519.8,475.5,516.2,501.8,Espanhol,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
,,,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,391.1,452.7,445.3,397.7,Espanhol,Fuga ao tema,0.0,0.0,0.0,0.0,0.0,0.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,690.5,659.4,649.0,703.0,Inglês,Sem problemas,140.0,140.0,100.0,140.0,100.0,620.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,491.6,498.3,505.4,436.6,Inglês,Sem problemas,120.0,200.0,120.0,100.0,160.0,700.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,473.4,431.4,483.8,404.6,Espanhol,Sem problemas,80.0,80.0,80.0,80.0,160.0,480.0
32065264.0,2.0,1.0,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203320,Marataízes,32,ES,Presente,Presente,Presente,Presente,612.6,601.7,606.5,647.1,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
32005652.0,2.0,1.0,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,410.6,448.3,530.1,420.6,Espanhol,Sem problemas,100.0,120.0,40.0,120.0,140.0,520.0
32080824.0,1.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,570.0,549.8,545.6,582.5,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,80.0,560.0
32065248.0,4.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,522.2,657.7,527.3,458.4,Inglês,Sem problemas,120.0,140.0,120.0,120.0,140.0,640.0
,,,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,540.1,458.4,493.3,541.1,Inglês,Sem problemas,140.0,140.0,120.0,160.0,120.0,680.0
32043325.0,4.0,1.0,3202405,Guarapari,32,ES,Faltou,Presente,Presente,Faltou,,346.9,496.0,,Espanhol,Sem problemas,120.0,120.0,100.0,120.0,100.0,560.0
32079320.0,4.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,369.2,446.0,469.3,440.8,Inglês,Sem problemas,100.0,120.0,120.0,100.0,60.0,500.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,407.7,486.8,481.7,419.0,Espanhol,Sem problemas,120.0,180.0,120.0,140.0,100.0,660.0
32079338.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,604.8,586.7,548.4,588.7,Inglês,Sem problemas,140.0,120.0,120.0,120.0,80.0,580.0
,,,3200607,Aracruz,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200904,Barra de São Francisco,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32028580.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,556.1,577.3,573.7,622.2,Inglês,Sem problemas,100.0,140.0,120.0,120.0,120.0,600.0
,,,3200805,Baixo Guandu,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32018169.0,2.0,1.0,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,403.9,482.9,442.3,426.8,Espanhol,Cópia Texto Motivador,0.0,0.0,0.0,0.0,0.0,0.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,616.2,662.0,628.4,746.1,Inglês,Sem problemas,180.0,200.0,180.0,200.0,180.0,940.0
32034954.0,2.0,1.0,3201308,Cariacica,32,ES,Faltou,Presente,Presente,Faltou,,378.8,394.3,,Inglês,Sem problemas,80.0,160.0,100.0,80.0,0.0,420.0
,,,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,383.1,453.3,514.8,454.0,Espanhol,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
32047720.0,2.0,1.0,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,543.8,552.7,528.5,617.9,Inglês,Sem problemas,120.0,140.0,120.0,120.0,140.0,640.0
32102070.0,1.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,460.0,527.5,507.7,655.4,Inglês,Sem problemas,120.0,200.0,140.0,120.0,0.0,580.0
32040067.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,425.1,398.5,516.6,392.1,Espanhol,Sem problemas,140.0,180.0,120.0,140.0,180.0,760.0
32043660.0,2.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,574.2,448.6,513.4,559.4,Inglês,Sem problemas,140.0,100.0,120.0,120.0,60.0,540.0
32006349.0,2.0,1.0,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,424.5,529.4,530.2,510.0,Inglês,Sem problemas,140.0,180.0,140.0,140.0,80.0,680.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,480.8,539.8,540.9,433.6,Espanhol,Não atendimento ao tipo textual,0.0,0.0,0.0,0.0,0.0,0.0
32041772.0,4.0,2.0,3200409,Anchieta,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205002,Serra,32,ES,Faltou,Presente,Presente,Faltou,,667.5,603.0,,Espanhol,Sem problemas,120.0,140.0,100.0,100.0,120.0,580.0
32052189.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,386.9,410.2,333.3,471.3,Inglês,Sem problemas,100.0,120.0,80.0,120.0,120.0,540.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,463.3,485.3,477.2,451.1,Espanhol,Sem problemas,100.0,160.0,120.0,140.0,100.0,620.0
,,,3204609,Santa Teresa,32,ES,Presente,Presente,Presente,Presente,597.1,600.6,611.6,643.4,Inglês,Sem problemas,140.0,160.0,120.0,160.0,160.0,740.0
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,487.6,509.9,541.5,428.2,Espanhol,Sem problemas,120.0,120.0,120.0,120.0,40.0,520.0
,,,3200904,Barra de São Francisco,32,ES,Presente,Presente,Presente,Presente,497.5,461.9,519.5,387.6,Inglês,Sem problemas,120.0,120.0,120.0,100.0,100.0,560.0
,,,3204104,Pinheiros,32,ES,Presente,Presente,Presente,Presente,395.7,486.9,481.5,462.5,Espanhol,Sem problemas,100.0,120.0,100.0,120.0,0.0,440.0
32043686.0,2.0,1.0,3202405,Guarapari,32,ES,Faltou,Presente,Presente,Faltou,,527.8,527.6,,Espanhol,Sem problemas,100.0,160.0,120.0,120.0,140.0,640.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,508.9,514.2,561.1,635.5,Espanhol,Sem problemas,160.0,180.0,120.0,140.0,200.0,800.0
32101856.0,1.0,1.0,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,614.3,615.4,600.0,681.8,Inglês,Sem problemas,160.0,200.0,160.0,160.0,180.0,860.0
32063512.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,519.1,572.5,562.7,405.2,Inglês,Sem problemas,160.0,140.0,120.0,160.0,160.0,740.0
32040784.0,2.0,1.0,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3204054,Pedro Canário,32,ES,Faltou,Presente,Presente,Faltou,,400.7,451.6,,Espanhol,Sem problemas,40.0,40.0,0.0,20.0,0.0,100.0
,,,3201407,Castelo,32,ES,Presente,Presente,Presente,Presente,444.3,505.3,495.2,403.7,Inglês,Sem problemas,80.0,120.0,60.0,80.0,40.0,380.0
32037791.0,2.0,1.0,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,479.7,553.5,531.3,457.7,Espanhol,Sem problemas,100.0,160.0,100.0,120.0,120.0,600.0
32012152.0,1.0,2.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,517.3,484.1,523.9,396.1,Espanhol,Sem problemas,160.0,180.0,140.0,120.0,140.0,740.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,612.6,653.2,653.3,701.8,Inglês,Sem problemas,120.0,140.0,120.0,160.0,120.0,660.0
32065264.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,610.8,701.5,586.6,686.9,Espanhol,Sem problemas,140.0,200.0,160.0,180.0,180.0,860.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,524.7,590.1,576.8,537.9,Inglês,Sem problemas,140.0,200.0,140.0,160.0,160.0,800.0
32006349.0,2.0,1.0,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,579.0,579.6,542.8,639.5,Inglês,Sem problemas,140.0,200.0,120.0,160.0,120.0,740.0
