CÓD. ESCOLA,DEP. ADMIN.,LOC. ESCOLA,CÓD. MUN. PROVA,NOME MUN. PROVA,CÓDIGO UF,SIGLA UF,PRESENÇA EM CN,PRESENÇA EM CH,PRESENÇA EM LC,PRESENÇA EM MT,NOTA EM CN,NOTA EM CH,NOTA EM LC,NOTA EM MT,LÍNGUA ESTRANGEIRA,STATUS REDAÇÃO,NOTA COMP. 1 RED.,NOTA COMP. 2 RED.,NOTA COMP. 3 RED.,NOTA COMP. 4 RED.,NOTA COMP. 5 RED.,NOTA FINAL REDAÇÃO
32039948.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,524.0,579.5,584.2,543.9,Espanhol,Sem problemas,120.0,200.0,160.0,180.0,180.0,840.0
32039409.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,409.4,461.2,461.5,447.2,Espanhol,Sem problemas,80.0,120.0,100.0,120.0,0.0,420.0
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,509.9,570.3,579.2,541.3,Inglês,Sem problemas,120.0,180.0,120.0,140.0,200.0,760.0
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,518.1,548.9,577.5,605.9,Inglês,Sem problemas,160.0,160.0,140.0,180.0,200.0,840.0
,,,3201605,Conceição da Barra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203908,Nova Venécia,32,ES,Presente,Presente,Presente,Presente,579.4,562.6,607.1,662.4,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
32039956.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,557.5,462.8,541.7,613.6,Inglês,Sem problemas,160.0,160.0,140.0,160.0,180.0,800.0
32028580.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,568.8,499.3,507.3,734.9,Inglês,Sem problemas,120.0,120.0,100.0,100.0,120.0,560.0
32036566.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,384.8,346.4,467.3,403.7,Espanhol,Sem problemas,140.0,140.0,120.0,120.0,80.0,600.0
,,,3200904,Barra de São Francisco,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3204054,Pedro Canário,32,ES,Presente,Presente,Presente,Presente,403.8,499.9,503.2,460.1,Espanhol,Sem problemas,120.0,160.0,120.0,140.0,80.0,620.0
32003005.0,2.0,1.0,3202108,Ecoporanga,32,ES,Presente,Presente,Presente,Presente,477.1,397.7,480.8,463.1,Espanhol,Sem problemas,120.0,100.0,100.0,120.0,80.0,520.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,556.5,588.6,524.6,395.9,Espanhol,Sem problemas,160.0,200.0,160.0,160.0,180.0,860.0
,,,3200201,Alegre,32,ES,Presente,Presente,Presente,Presente,632.9,632.4,633.9,650.0,Inglês,Sem problemas,100.0,140.0,100.0,120.0,60.0,520.0
32052936.0,4.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,694.0,632.3,610.7,776.2,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
32076169.0,4.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,465.6,587.4,566.7,452.7,Inglês,Sem problemas,120.0,200.0,160.0,120.0,120.0,720.0
32043651.0,2.0,1.0,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32006349.0,2.0,1.0,3203908,Nova Venécia,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32038500.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,470.7,466.9,534.4,571.5,Inglês,Sem problemas,120.0,120.0,80.0,120.0,160.0,600.0
32021780.0,4.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,368.7,437.2,391.3,458.3,Inglês,Sem problemas,100.0,140.0,80.0,120.0,80.0,520.0
32041411.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,368.1,568.7,612.9,495.6,Inglês,Sem problemas,140.0,140.0,140.0,140.0,120.0,680.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201506,Colatina,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,443.2,548.2,544.8,441.6,Inglês,Sem problemas,120.0,120.0,120.0,140.0,180.0,680.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205069,Venda Nova do Imigrante,32,ES,Presente,Presente,Presente,Presente,517.9,570.2,533.1,476.9,Inglês,Sem problemas,100.0,180.0,120.0,160.0,160.0,720.0
32028580.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,435.2,418.7,490.0,436.6,Inglês,Sem problemas,100.0,180.0,100.0,120.0,160.0,660.0
32035063.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,443.4,472.5,451.6,424.3,Inglês,Sem problemas,100.0,180.0,120.0,120.0,80.0,600.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,500.0,330.7,494.4,386.2,Espanhol,Sem problemas,120.0,120.0,80.0,120.0,80.0,520.0
,,,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,440.9,460.4,541.1,379.4,Inglês,Sem problemas,120.0,120.0,120.0,100.0,60.0,520.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,456.8,508.4,533.7,521.0,Espanhol,Sem problemas,140.0,200.0,160.0,180.0,200.0,880.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,489.0,545.4,557.0,425.3,Inglês,Sem problemas,140.0,140.0,120.0,120.0,80.0,600.0
32044747.0,2.0,1.0,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,482.8,580.6,591.0,433.8,Espanhol,Sem problemas,120.0,120.0,120.0,100.0,120.0,580.0
,,,3204559,Santa Maria de Jetibá,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32044364.0,2.0,1.0,3200409,Anchieta,32,ES,Presente,Presente,Presente,Presente,576.5,611.0,588.9,664.6,Inglês,Sem problemas,160.0,200.0,140.0,180.0,200.0,880.0
32029306.0,2.0,1.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,474.4,569.6,567.8,647.2,Inglês,Sem problemas,140.0,160.0,140.0,200.0,200.0,840.0
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,409.2,461.9,424.4,382.2,Espanhol,Sem problemas,80.0,120.0,100.0,120.0,0.0,420.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,556.0,479.9,561.8,678.0,Inglês,Sem problemas,120.0,160.0,100.0,120.0,140.0,640.0
32075979.0,1.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,570.6,609.7,599.0,718.1,Inglês,Sem problemas,160.0,180.0,160.0,180.0,180.0,860.0
,,,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,605.4,635.5,631.8,642.1,Inglês,Sem problemas,160.0,140.0,120.0,140.0,200.0,760.0
32041152.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,693.9,750.6,639.1,882.7,Inglês,Sem problemas,160.0,160.0,160.0,200.0,200.0,880.0
32035039.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,347.8,509.7,477.9,487.7,Espanhol,Sem problemas,100.0,120.0,100.0,120.0,40.0,480.0
32041411.0,4.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,645.5,581.2,613.1,665.0,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
32037180.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,526.2,457.8,573.5,421.5,Inglês,Sem problemas,140.0,200.0,120.0,120.0,120.0,700.0
32010400.0,4.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,457.7,319.6,433.3,427.3,Inglês,Sem problemas,120.0,160.0,120.0,120.0,100.0,620.0
,,,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200201,Alegre,32,ES,Presente,Presente,Presente,Presente,510.5,519.7,529.8,516.7,Inglês,Sem problemas,120.0,140.0,120.0,100.0,100.0,580.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,429.1,579.0,517.1,469.5,Inglês,Sem problemas,120.0,120.0,120.0,120.0,80.0,560.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,544.0,549.8,559.8,393.8,Espanhol,Sem problemas,140.0,120.0,140.0,120.0,80.0,600.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,552.3,579.5,593.4,496.9,Inglês,Sem problemas,160.0,160.0,160.0,160.0,160.0,800.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,673.2,682.7,683.2,884.1,Inglês,Sem problemas,160.0,180.0,160.0,180.0,160.0,840.0
,,,3201407,Castelo,32,ES,Presente,Presente,Presente,Presente,449.8,490.3,454.2,434.4,Espanhol,Sem problemas,100.0,160.0,120.0,120.0,120.0,620.0
32039867.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,388.6,491.7,439.6,393.9,Espanhol,Sem problemas,120.0,160.0,140.0,140.0,100.0,660.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201407,Castelo,32,ES,Presente,Presente,Presente,Presente,517.6,544.8,528.4,442.9,Espanhol,Sem problemas,140.0,160.0,120.0,120.0,100.0,640.0
32043660.0,2.0,1.0,3202405,Guarapari,32,ES,Faltou,Presente,Presente,Faltou,,302.6,443.0,,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,522.0,534.9,557.9,442.2,Espanhol,Sem problemas,160.0,180.0,160.0,180.0,180.0,860.0
,,,3202801,Itapemirim,32,ES,Presente,Presente,Presente,Presente,518.4,534.7,469.6,443.7,Espanhol,Sem problemas,120.0,120.0,60.0,100.0,0.0,400.0
,,,3205309,Vitória,32,ES,Faltou,Presente,Presente,Faltou,,307.3,352.3,,Inglês,Sem problemas,160.0,180.0,160.0,140.0,200.0,840.0
32026480.0,2.0,2.0,3201159,Brejetuba,32,ES,Presente,Presente,Presente,Presente,435.0,395.4,518.5,486.9,Inglês,Sem problemas,120.0,120.0,80.0,120.0,0.0,440.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,528.3,674.0,600.1,699.2,Inglês,Sem problemas,120.0,200.0,140.0,120.0,120.0,700.0
32019459.0,2.0,1.0,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,499.3,431.9,488.1,379.8,Espanhol,Sem problemas,80.0,120.0,60.0,120.0,0.0,380.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32039409.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,467.9,494.1,447.9,408.0,Inglês,Sem problemas,100.0,60.0,60.0,60.0,0.0,280.0
32037791.0,2.0,1.0,3205101,Viana,32,ES,Presente,Presente,Presente,Presente,436.9,443.1,469.8,500.4,Espanhol,Sem problemas,100.0,120.0,100.0,100.0,100.0,520.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201506,Colatina,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32081340.0,1.0,2.0,3201902,Domingos Martins,32,ES,Presente,Presente,Presente,Presente,675.6,671.8,603.0,733.6,Inglês,Sem problemas,160.0,180.0,160.0,180.0,180.0,860.0
32037163.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,342.2,373.9,388.6,385.4,Inglês,Sem problemas,60.0,60.0,40.0,40.0,20.0,220.0
,,,3202108,Ecoporanga,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32040725.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,601.9,583.6,595.6,591.1,Inglês,Sem problemas,120.0,120.0,100.0,120.0,140.0,600.0
32043686.0,2.0,1.0,3202405,Guarapari,32,ES,Presente,Presente,Presente,Presente,442.9,517.0,497.3,381.4,Espanhol,Sem problemas,80.0,140.0,100.0,100.0,40.0,460.0
32048920.0,2.0,1.0,3203007,Iúna,32,ES,Presente,Presente,Presente,Presente,348.1,442.2,394.4,440.4,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,455.0,458.8,388.4,382.4,Inglês,Sem problemas,100.0,120.0,100.0,160.0,160.0,640.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,580.9,460.4,510.5,561.4,Espanhol,Sem problemas,100.0,120.0,80.0,80.0,120.0,500.0
32046383.0,2.0,1.0,3202306,Guaçuí,32,ES,Presente,Presente,Presente,Presente,470.4,518.6,450.6,416.2,Inglês,Sem problemas,120.0,140.0,100.0,120.0,160.0,640.0
,,,3205069,Venda Nova do Imigrante,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,632.5,630.8,578.7,673.3,Inglês,Sem problemas,120.0,140.0,120.0,120.0,120.0,620.0
32039867.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,532.5,515.0,553.1,500.6,Inglês,Sem problemas,100.0,120.0,60.0,100.0,20.0,400.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32014236.0,2.0,1.0,3204708,São Gabriel da Palha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32010800.0,1.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,645.4,658.9,601.6,744.5,Inglês,Sem problemas,120.0,160.0,120.0,140.0,140.0,680.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,698.1,670.1,615.4,830.2,Inglês,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
32035527.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,525.9,595.3,576.9,485.6,Espanhol,Sem problemas,140.0,180.0,160.0,160.0,200.0,840.0
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32037180.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,561.9,528.7,529.7,435.2,Espanhol,Sem problemas,80.0,160.0,120.0,120.0,140.0,620.0
,,,3205309,Vitória,32,ES,Faltou,Presente,Presente,Faltou,,611.8,609.1,,Inglês,Sem problemas,120.0,120.0,80.0,80.0,120.0,520.0
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Faltou,Faltou,Presente,569.5,,,542.8,Inglês,,,,,,,
,,,3204906,São Mateus,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,621.6,584.8,609.1,750.7,Inglês,Sem problemas,160.0,200.0,180.0,180.0,140.0,860.0
32038496.0,2.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,541.0,578.7,458.4,658.4,Inglês,Sem problemas,120.0,180.0,120.0,140.0,160.0,720.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,469.9,577.5,587.6,624.3,Inglês,Sem problemas,100.0,160.0,120.0,120.0,140.0,640.0
,,,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,479.4,496.5,507.5,431.0,Inglês,Sem problemas,120.0,160.0,120.0,120.0,140.0,660.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203205,Linhares,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32078498.0,1.0,1.0,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,677.4,714.7,662.8,735.8,Inglês,Sem problemas,160.0,160.0,160.0,160.0,180.0,820.0
32036523.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,529.5,505.8,573.4,630.1,Inglês,Sem problemas,160.0,200.0,180.0,180.0,180.0,900.0
32035098.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,391.0,415.8,461.6,388.6,Espanhol,Sem problemas,160.0,180.0,160.0,160.0,120.0,780.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,623.7,571.1,570.4,698.4,Inglês,Sem problemas,160.0,200.0,160.0,200.0,200.0,920.0
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,510.4,599.6,581.8,651.2,Inglês,Sem problemas,160.0,180.0,120.0,180.0,200.0,840.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,558.9,636.3,643.6,594.8,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,120.0,640.0
32013272.0,2.0,1.0,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,484.9,372.2,504.7,495.7,Espanhol,Sem problemas,160.0,180.0,160.0,160.0,180.0,840.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,607.5,627.4,533.4,497.9,Inglês,Sem problemas,140.0,120.0,120.0,180.0,160.0,720.0
,,,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,533.3,530.5,536.2,561.6,Espanhol,Sem problemas,80.0,120.0,100.0,120.0,100.0,520.0
,,,3203320,Marataízes,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
32022212.0,2.0,1.0,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,364.3,526.5,554.5,475.5,Espanhol,Sem problemas,80.0,100.0,80.0,80.0,80.0,420.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,648.3,641.4,630.8,817.9,Inglês,Sem problemas,120.0,140.0,120.0,140.0,140.0,660.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,563.8,547.3,597.0,587.5,Inglês,Sem problemas,140.0,140.0,120.0,120.0,80.0,600.0
32115032.0,1.0,1.0,3200102,Afonso Cláudio,32,ES,Presente,Presente,Presente,Presente,548.1,593.0,550.6,654.9,Espanhol,Sem problemas,160.0,200.0,180.0,200.0,200.0,940.0
,,,3202801,Itapemirim,32,ES,Presente,Presente,Presente,Presente,459.2,540.8,484.1,416.9,Espanhol,Sem problemas,120.0,80.0,60.0,120.0,40.0,420.0
60013415.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,648.8,565.8,566.6,652.0,Inglês,Sem problemas,160.0,180.0,140.0,140.0,160.0,780.0
32052103.0,2.0,1.0,3201209,Cachoeiro de Itapemirim,32,ES,Presente,Presente,Presente,Presente,521.0,480.8,491.3,608.1,Espanhol,Sem problemas,140.0,140.0,80.0,140.0,160.0,660.0
,,,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3201506,Colatina,32,ES,Presente,Presente,Presente,Presente,621.5,586.8,599.6,446.0,Inglês,Sem problemas,180.0,180.0,160.0,160.0,140.0,820.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3203205,Linhares,32,ES,Presente,Presente,Presente,Presente,554.7,510.4,536.5,392.6,Espanhol,Sem problemas,120.0,120.0,80.0,120.0,0.0,440.0
32018134.0,4.0,1.0,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,511.8,472.4,485.2,597.4,Inglês,Sem problemas,140.0,160.0,120.0,140.0,140.0,700.0
60013291.0,2.0,1.0,3205002,Serra,32,ES,Presente,Presente,Presente,Presente,468.0,450.1,540.2,376.2,Inglês,Sem problemas,140.0,80.0,120.0,120.0,0.0,460.0
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,430.4,526.4,562.3,398.6,Inglês,Sem problemas,120.0,160.0,120.0,120.0,120.0,640.0
,,,3204609,Santa Teresa,32,ES,Presente,Presente,Presente,Presente,408.9,541.3,500.3,693.2,Inglês,Sem problemas,160.0,180.0,180.0,200.0,200.0,920.0
,,,3200607,Aracruz,32,ES,Presente,Presente,Presente,Presente,463.4,565.4,550.6,479.3,Inglês,Sem problemas,140.0,180.0,120.0,120.0,180.0,740.0
,,,3204906,São Mateus,32,ES,Presente,Presente,Presente,Presente,418.1,344.8,470.8,561.9,Inglês,Sem problemas,160.0,160.0,160.0,180.0,180.0,840.0
,,,3205002,Serra,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Inglês,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,388.6,482.5,509.4,453.5,Inglês,Sem problemas,120.0,120.0,100.0,120.0,160.0,620.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,428.8,538.9,461.9,503.5,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,40.0,560.0
,,,3202405,Guarapari,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3200201,Alegre,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
,,,3205200,Vila Velha,32,ES,Presente,Presente,Presente,Presente,552.7,565.1,567.2,450.0,Espanhol,Sem problemas,120.0,160.0,120.0,120.0,100.0,620.0
,,,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,427.0,452.5,529.9,584.8,Espanhol,Sem problemas,140.0,160.0,120.0,100.0,120.0,640.0
,,,3205309,Vitória,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32065051.0,2.0,1.0,3201308,Cariacica,32,ES,Presente,Presente,Presente,Presente,423.6,445.7,462.9,387.4,Espanhol,Em Branco,0.0,0.0,0.0,0.0,0.0,0.0
32041560.0,2.0,1.0,3205309,Vitória,32,ES,Presente,Presente,Presente,Presente,396.5,495.8,506.3,509.6,Espanhol,Sem problemas,100.0,180.0,60.0,60.0,40.0,440.0
,,,3205200,Vila Velha,32,ES,Faltou,Faltou,Faltou,Faltou,,,,,Espanhol,,,,,,,
32012152.0,1.0,2.0,3200805,Baixo Guandu,32,ES,Presente,Presente,Presente,Presente,386.3,389.3,481.7,396.1,Inglês,Sem problemas,120.0,120.0,120.0,120.0,100.0,580.0
,,,3201308,Cariacica,32,ES,Faltou,Presente,Presente,Faltou,,480.0,544.1,,Inglês,Sem problemas,80.0,180.0,100.0,140.0,140.0,640.0
